,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
1287,0.4404,Thu Feb 23 16:59:11 +0000 2017,0.0,0.854,0.146,@Mark01733810 Thanks for the deets. Visits Remainig report will work. The following link elaborates on this topic https://t.co/0Zy5dZIDkd,1288
1288,0.7096,Thu Feb 23 16:48:47 +0000 2017,0.0,0.763,0.237,@Mark01733810 Thanks for the post Mark and apologies regarding your recent experience. We'd be glad to offer assistance via Social Media.,1289
1289,0.2023,Wed Feb 22 18:47:50 +0000 2017,0.0,0.858,0.142,@Pimpuli We apologize for the wait in getting back to you. Could we get a contact number and we will have someone reach out to you soon.,1290
1290,0.8172,Wed Feb 22 18:42:03 +0000 2017,0.0,0.679,0.321,@RAWInc_uk Absolutely! Payment processing reports look in good order. Please DM us a specific example and we will be glad to investigate.,1291
1291,0.6808,Wed Feb 22 18:28:51 +0000 2017,0.0,0.763,0.237,@Pimpuli Thanks for your patience. Our teams are diligently working to address all our clients inquiries. We appreciate your understanding.,1292
1292,0.8074,Wed Feb 22 18:22:55 +0000 2017,0.0,0.726,0.274,"@RAWInc_uk Live chat is temporarily down, as we aim to improve the process. We're available to support you on Social Media. How can we help?",1293
1293,0.8481,Wed Feb 22 03:26:19 +0000 2017,0.0,0.649,0.351,"@RunBrinksyRun @Apple 
This is a great idea, we will share this feature request with our development team. Thanks for your feedback.",1294
1294,0.0,Wed Feb 22 01:42:53 +0000 2017,0.0,1.0,0.0,RT @sarahemgeex: The fact that I can schedule future eyebrow threading appointments on the same app that I use for barre makes me so happy.…,1295
1295,0.8478,Tue Feb 21 01:32:50 +0000 2017,0.0,0.545,0.455,@sarahemgeex That's what we like to hear. We're glad you're enjoying the MINDBODY app!,1296
1296,0.5859,Mon Feb 20 23:23:02 +0000 2017,0.043,0.757,0.201,@schoiofficial We are sorry for the experience you have had with our support. Please DM us your info and we will have a sup reach out to you,1297
1297,0.296,Mon Feb 20 21:54:51 +0000 2017,0.0,0.855,0.145,"Join us in one hour for a dicussion about salon marketing with @khiemh. Register:
https://t.co/NAs8QmlUEh",1298
1298,0.5411,Mon Feb 20 20:34:44 +0000 2017,0.0,0.8,0.2,@DaxAeterna Thanks for pointing this out! We've inputted a work item for this and are investigating. Your reference number is 456669.,1299
1299,-0.1779,Sat Feb 18 15:50:15 +0000 2017,0.152,0.76,0.087,@dlmlv2011 We are sorry for the problems that you experienced.  Please DM us with a little more information so we can investigate the issue.,1300
1300,-0.5719,Sat Feb 18 00:30:44 +0000 2017,0.247,0.673,0.081,"Earlier this week, @ACPinternists recommended doctors use yoga or acupuncture for the treatment of lower back pain.
https://t.co/fBv27GEwUX",1301
1301,0.3802,Fri Feb 17 22:50:06 +0000 2017,0.0,0.822,0.178,@King_jeffdon Please let us know if we can answer any questions for you!,1302
1302,0.34,Fri Feb 17 01:42:41 +0000 2017,0.0,0.793,0.207,Want to create professional-looking testimonial videos for your business? Read Monkey Reel Media's advice: https://t.co/Juh2EP7Ptc,1303
1303,0.3612,Thu Feb 16 19:06:44 +0000 2017,0.0,0.898,0.102,@melindadgross Thank you for clarifying. This is how the MINDBODY® app is designed: to update a card it must be removed and added back.,1304
1304,0.937,Thu Feb 16 13:31:54 +0000 2017,0.0,0.537,0.463,"@saltandsoul We're glad we could connect! If you have any other questions, please feel free to reach out to us. We're always happy to help.",1305
1305,0.7269,Thu Feb 16 12:42:21 +0000 2017,0.078,0.638,0.284,@saltandsoul It seems like we have had some trouble reaching out to you. Could you DM us your best phone number so we can get in touch?,1306
1306,0.8434,Thu Feb 16 02:33:21 +0000 2017,0.0,0.664,0.336,"@gdequeiroz This is a great idea, we would be more than happy to pass your feedback to our developers.",1307
1307,0.8398,Thu Feb 16 00:27:27 +0000 2017,0.0,0.679,0.321,@elisasnd We’re glad that Kate was able to assist you today! We are hoping to improve our response times in the future.,1308
1308,0.8807,Thu Feb 16 00:00:48 +0000 2017,0.0,0.588,0.412,"@elisasnd 
Thank you for sharing how this impacts you. We will be happy to share this with the appropriate channel.",1309
1309,0.0258,Wed Feb 15 23:39:08 +0000 2017,0.0,0.956,0.044,"@elisasnd Our Customer Service team will be available at 6pm, PST after the team event. We have also sent a DM to reach out to you.",1310
1310,-0.3818,Wed Feb 15 23:23:59 +0000 2017,0.147,0.784,0.069,"@elisasnd We apologize for any frustrations you've experienced with our Customer Service teams, do you still require assistance?",1311
1311,0.4926,Wed Feb 15 20:42:35 +0000 2017,0.0,0.862,0.138,@shendison Thanks for letting us know! We'll forward this info to our knowledge base team so it can get updated ASAP.,1312
1312,0.7757,Wed Feb 15 19:07:04 +0000 2017,0.0,0.738,0.262,@melindadgross We are happy to help answer your question. Is this as a staff member or customer? On a mobile Device or desktop/laptop?,1313
1313,0.6326,Wed Feb 15 02:52:41 +0000 2017,0.0,0.803,0.197,"@SFS_Philly 
Please DM us with your studio ID so we may ensure you are leveraging the full functionality of your software level. (2/2)",1314
1314,0.6369,Wed Feb 15 02:52:32 +0000 2017,0.0,0.704,0.296,"@SFS_Philly 
We would love to connect and address your concerns. (1/2)",1315
1315,0.0,Tue Feb 14 03:50:25 +0000 2017,0.0,1.0,0.0,@MP_Trey @ginaginsburg Updates can be viewed at https://t.co/XLEO95kr0s (2/2),1316
1316,0.1027,Tue Feb 14 03:50:14 +0000 2017,0.0,0.924,0.076,"@MP_Trey @ginaginsburg We apologize, we are experiencing a service event with the logins for the software and apps. (1/2)",1317
1317,0.3182,Tue Feb 14 03:27:15 +0000 2017,0.0,0.881,0.119,@ginaginsburg We've replied to your post on Facebook. Please let us know if you have any other questions.,1318
1318,0.7351,Tue Feb 14 03:09:30 +0000 2017,0.0,0.644,0.356,"@mrswhite9713 
We appreciate the feedback, and we will make sure to share this with our team.",1319
1319,0.5267,Tue Feb 14 02:50:10 +0000 2017,0.117,0.561,0.322,@enrgifitness We apologize for the inconvenience. Please see our Service Level Agreement for compensation info: https://t.co/r4C74nCRTq,1320
1320,0.6486,Tue Feb 14 02:17:28 +0000 2017,0.042,0.777,0.181,@mrswhite9713 We're sorry to hear you were added to an email list. Please feel free to DM us your email address and we'll remove it for you.,1321
1321,0.0,Tue Feb 14 02:04:52 +0000 2017,0.0,1.0,0.0,@revapellerin Our apologies. We're experiencing an issue at the moment and we'll post new status updates here: https://t.co/egDNZId1Ud,1322
1322,0.5106,Tue Feb 14 02:00:02 +0000 2017,0.0,0.837,0.163,@Julie_McKinley There isn't a estimated time for a resolution yet. Feel free to check our Status page for updates: https://t.co/egDNZId1Ud,1323
1323,0.5848,Tue Feb 14 01:45:12 +0000 2017,0.07,0.696,0.235,@LAYeager80 We're still working on resolving this and some businesses continue to be affected. Thank you for your patience!,1324
1324,0.5423,Tue Feb 14 01:26:05 +0000 2017,0.111,0.578,0.311,@jb3wishes We apologize for the inconvenience. Please feel free to check our Status Page for updates: https://t.co/egDNZId1Ud,1325
1325,0.68,Tue Feb 14 01:16:04 +0000 2017,0.0,0.741,0.259,"@benedictbernabe 
We're glad to hear that! Please let us know if you have any other questions for us.",1326
1326,0.5994,Tue Feb 14 00:58:00 +0000 2017,0.0,0.803,0.197,@benedictbernabe We currently do not have an estimated time frame at this moment as we actively are working to resolve this issue.,1327
1327,0.4019,Tue Feb 14 00:52:46 +0000 2017,0.0,0.863,0.137,"@benedictbernabe Our apologies, you may check for updates on our Status Page here: https://t.co/pJXKGi1hRh. We appreciate your patience.",1328
1328,0.8316,Tue Feb 14 00:12:06 +0000 2017,0.0,0.476,0.524,"@wardstar Your welcome, and we sincerely appreciate your patience and understanding.",1329
1329,0.0,Mon Feb 13 23:53:07 +0000 2017,0.0,1.0,0.0,@wardstar Our apologies. We are experiencing an issue at the moment and will post updates as available here: https://t.co/OIn6OAdgdS,1330
1330,0.0,Mon Feb 13 23:31:49 +0000 2017,0.0,1.0,0.0,@mdtolic We're currently having a service event that is causing this. We will post updates on the fix here: https://t.co/e7FHBlZeli,1331
1331,0.0,Mon Feb 13 23:29:33 +0000 2017,0.0,1.0,0.0,@mdtolic Our apologies. We are experiencing an issue at the moment and will post updates as available here: https://t.co/OIn6OAdgdS,1332
1332,0.784,Mon Feb 13 23:26:36 +0000 2017,0.0,0.67,0.33,@ReachPTBirstall This is a great question! We recommend contacting our sales team to inquire about alternatives: https://t.co/7Q0CHZPCNw,1333
1333,0.0,Mon Feb 13 23:23:55 +0000 2017,0.0,1.0,0.0,@EBFPilates We're currently having a service event that is causing this. We'll post updates on our status page @ https://t.co/KxMinSLvY2,1334
1334,0.0,Mon Feb 13 23:23:36 +0000 2017,0.0,1.0,0.0,@PopUpYogaTC We're currently having a service event that is causing this. We'll post updates on our status page @ https://t.co/KxMinSLvY2,1335
1335,0.0,Mon Feb 13 23:19:24 +0000 2017,0.0,1.0,0.0,@dragonflyyogaf We're currently having a service event that is causing this. We'll post updates on our status page @ https://t.co/KxMinSLvY2,1336
1336,0.0,Mon Feb 13 23:17:13 +0000 2017,0.0,1.0,0.0,@metropoweryoga We're currently having a service event that is causing this. We'll post updates on our status page @ https://t.co/KxMinSLvY2,1337
1337,0.0,Mon Feb 13 23:10:34 +0000 2017,0.0,1.0,0.0,@JustRideIndy Our apologies. We are experiencing an issue at the moment and will post updates as available here: https://t.co/OIn6OAdgdS,1338
1338,0.0,Mon Feb 13 22:51:20 +0000 2017,0.0,1.0,0.0,@alecwhalezel2 We're currently having a service event that is causing this. We'll post updates on the fix here: https://t.co/e7FHBlZeli,1339
1339,0.0,Mon Feb 13 22:49:05 +0000 2017,0.0,1.0,0.0,"@JustinGTP Our apologies, you may check for updates on our States Page listed here: https://t.co/pJXKGi1hRh.",1340
1340,0.0,Mon Feb 13 22:47:08 +0000 2017,0.0,1.0,0.0,@toddvandehei Our apologies. We are experiencing an issue at the moment and will post updates as available here: https://t.co/OIn6OAdgdS,1341
1341,0.0,Mon Feb 13 22:41:35 +0000 2017,0.0,1.0,0.0,"@itsheatherwhite Our apologies, there is a system issue that is affecting some users. Updates will be posted here://ow.ly/3ZRA308YfqW",1342
1342,0.0,Mon Feb 13 22:38:43 +0000 2017,0.0,1.0,0.0,"@EVFperformance Our apologies, we're experiencing a system issue that is affecting some users. Updates are posted here://ow.ly/3ZRA308YfqW",1343
1343,0.0,Mon Feb 13 22:33:58 +0000 2017,0.0,1.0,0.0,@CFthumbsUp Our apologies. We are experiencing an issue at the moment and will post updates as available here: https://t.co/OIn6OAdgdS,1344
1344,0.0,Mon Feb 13 22:33:45 +0000 2017,0.0,1.0,0.0,"@CFthumbsUp Our apologies, we're experiencing a system issue that is affecting some users. Updates will be posted here://ow.ly/3ZRA308YfqW",1345
1345,0.0,Mon Feb 13 22:20:03 +0000 2017,0.0,1.0,0.0,@bikeandbarre Our apologies. We are experiencing an issue at the moment and will post updates as available here: https://t.co/OIn6OAdgdS,1346
1346,0.0,Mon Feb 13 22:08:22 +0000 2017,0.0,1.0,0.0,"@treyopp Our apologies, we're experiencing a system issue that is affecting some users. Updates will be posted here://ow.ly/3ZRA308YfqW",1347
1347,0.5551,Mon Feb 13 22:04:45 +0000 2017,0.0,0.527,0.473,@studio321fit You are very welcome!,1348
1348,0.0,Mon Feb 13 21:59:35 +0000 2017,0.0,1.0,0.0,"@studio321fit Our apologies, we're experiencing a system issue that is affecting some users. Updates will be posted here://ow.ly/3ZRA308YfqW",1349
1349,0.0,Mon Feb 13 21:57:17 +0000 2017,0.0,1.0,0.0,"@SFS_Philly Our apologies, we're experiencing a system issue that is affecting some users. Updates will be posted here://ow.ly/3ZRA308YfqW",1350
1350,0.0,Mon Feb 13 21:56:12 +0000 2017,0.0,1.0,0.0,"@SFS_Philly @mrsbeevee Our apologies, we're experiencing an issue that is affecting some users. Updates are posted here://ow.ly/3ZRA308YfqW",1351
1351,0.0,Mon Feb 13 21:51:41 +0000 2017,0.0,1.0,0.0,@SumitsYogaMem Our apologies. We are experiencing an issue at the moment and will post updates as available here: https://t.co/OIn6OAdgdS,1352
1352,0.3182,Mon Feb 13 21:39:30 +0000 2017,0.0,0.905,0.095,"@mrsbeevee Could you please DM us with a screenshot of the message, along with your email address so we may look into this further?",1353
1353,0.5106,Sat Feb 11 15:30:55 +0000 2017,0.0,0.751,0.249,"@BarbersOnBroad  Thank you again for your Patience, a Supervisor will be reaching out to your shortly.",1354
1354,0.4019,Sat Feb 11 12:48:01 +0000 2017,0.0,0.783,0.217,@saltandsoul Please send us a DM with your preferred contact number and name and we will reach out to you shortly.,1355
1355,0.6124,Sat Feb 11 04:39:43 +0000 2017,0.0,0.8,0.2,"@BarbersonBroad We have responded to your post on Facebook, please let us know if there is anything else we can help with.",1356
1356,-0.2732,Sat Feb 11 04:31:27 +0000 2017,0.097,0.849,0.054,"@smlaw 2/2 In the meantime as the issue only affects iOS, you can update photos using an Android device. We apologize for any inconvenience.",1357
1357,0.4588,Sat Feb 11 04:30:22 +0000 2017,0.0,0.867,0.133,@smlaw 1/2 This is known to occur in the app's iOS version . Please DM us your contact email so we can notify you once the issue is resolved,1358
1358,0.0,Sat Feb 11 00:21:11 +0000 2017,0.0,1.0,0.0,@BrianPetow Hello Brian. You can see you payment history if you login to the business' Consumer Mode page: https://t.co/ttcaMO4PZ7,1359
1359,0.5719,Fri Feb 10 19:15:25 +0000 2017,0.0,0.709,0.291,@Jayci_Cormier We're happy to hear you're back up and running.,1360
1360,0.6124,Fri Feb 10 18:25:54 +0000 2017,0.0,0.773,0.227,@Jayci_Cormier  We appreciate your patience. We currently have all available hands working to implement a solution as quickly as possible.,1361
1361,0.1779,Fri Feb 10 18:12:47 +0000 2017,0.0,0.904,0.096,"@LeeDerrick 
We are experiencing a connectivity hiccup, which is being resolved as we speak. For updates visit https://t.co/NSbAwxudlt",1362
1362,0.1779,Fri Feb 10 17:55:32 +0000 2017,0.0,0.904,0.096,"@saporra We are experiencing a connectivity hiccup, which is being resolved as we speak. For updates visit https://t.co/NSbAwxudlt",1363
1363,0.1779,Fri Feb 10 17:52:37 +0000 2017,0.0,0.904,0.096,"@Lolobird2015 We are experiencing a connectivity hiccup, which is being resolved as we speak. For updates visit  https://t.co/NSbAwxudlt",1364
1364,0.0,Fri Feb 10 17:50:13 +0000 2017,0.0,1.0,0.0,"@DhyaniYoga @IntegralYogaNYC Our apologies, we are experiencing an issue. We will post an update here when fixed: https://t.co/3rx1TQEFc5",1365
1365,0.7964,Fri Feb 10 02:18:53 +0000 2017,0.0,0.608,0.392,What will you do this February to spread your love of wellness? https://t.co/4nbc5OkbTd,1366
1366,0.6696,Thu Feb 09 16:04:21 +0000 2017,0.0,0.4,0.6,@corfityyc We love this!,1367
1367,0.0,Wed Feb 08 20:06:57 +0000 2017,0.066,0.867,0.066,@HonestlyFitness Sorry to hear this has continued. Can you DM us the email/phone number they are contacting you on?,1368
1368,0.7707,Wed Feb 08 17:56:14 +0000 2017,0.0,0.473,0.527,@OM_Toronto Woo Hoo! Welcome to the MINDBODY family!,1369
1369,0.872,Tue Feb 07 22:25:00 +0000 2017,0.0,0.586,0.414,MINDBODY was named a 2017 BIG Innovation Award winner for our custom tailored apps. Learn more at… https://t.co/LVpGnqU3L0,1370
1370,0.0516,Tue Feb 07 21:31:59 +0000 2017,0.192,0.659,0.148,@FIR55TORM We're sorry to hear you've had difficulties with our API. How can we help?,1371
1371,0.0772,Mon Feb 06 14:08:36 +0000 2017,0.0,0.942,0.058,@MsCarter_13 Try resetting your phone and reconnecting to the wifi.  If the issue persists you would want to try reinstalling the app.,1372
1372,0.5106,Mon Feb 06 14:07:33 +0000 2017,0.0,0.788,0.212,"@MsCarter_13  Hello Natalie, Thank you for reaching out, we are not experiencing any connectivity issues on our end.",1373
1373,0.0,Sun Feb 05 03:02:29 +0000 2017,0.0,1.0,0.0,"@BarreworksTO Hello, we have sent you an email with additional information regarding this issue.",1374
1374,0.4199,Sun Feb 05 01:43:30 +0000 2017,0.0,0.878,0.122,@QueenWestGirl @FitKowski @BarreworksTO 2/2 We will follow up with the business via email. Thank you for bringing this to our attention!,1375
1375,0.3182,Sun Feb 05 01:42:10 +0000 2017,0.0,0.852,0.148,@QueenWestGirl @FitKowski @BarreworksTO 1/2 We have created a work item to address the way the class detail page shows your waitlist number.,1376
1376,0.0,Sun Feb 05 01:15:06 +0000 2017,0.0,1.0,0.0,@QueenWestGirl @BarreworksTO @FitKowski On our side we see you as 5th on the waitlist. We will look into this and get back to you shortly.,1377
1377,-0.0772,Sat Feb 04 16:18:19 +0000 2017,0.091,0.788,0.12,"@Tblee Hello Terry, Apologies for the difficulties reaching us.  Can you DM us your Contact Information we will have a supervisor reach out.",1378
1378,-0.0754,Fri Feb 03 22:07:43 +0000 2017,0.067,0.879,0.054,@harperschmidt We're very sorry for the long wait. Can you DM us your phone number and we'll have a team member call you shortly?,1379
1379,0.128,Fri Feb 03 14:19:42 +0000 2017,0.0,0.902,0.098,"@AmandaDeGrace We again apologize for the long hold times. If you could DM your contact info, we can have someone reach out to you directly.",1380
1380,0.6124,Fri Feb 03 02:54:54 +0000 2017,0.0,0.821,0.179,@AmandaDeGrace 2/2 We have located your email and will be responding shortly. If there is anything else we can help with please let us know.,1381
1381,0.1027,Fri Feb 03 02:54:44 +0000 2017,0.0,0.931,0.069,"@AmandaDeGrace 1/2 We apologize for the long response time, we are currently experiencing higher than usual call and email volumes.",1382
1382,0.6597,Fri Feb 03 00:39:37 +0000 2017,0.0,0.81,0.19,"RT @MINDBODY_Jobs: We opened an office in Santa Maria, CA, to help grow the MINDBODY team &amp; support our customers all over the world. https…",1383
1383,0.1027,Thu Feb 02 21:27:24 +0000 2017,0.0,0.897,0.103,@JoshStylez We can have a supervisor contact you to discuss your experience. Send us a DM with your phone number and we'll reach out soon,1384
1384,0.296,Thu Feb 02 21:18:06 +0000 2017,0.052,0.847,0.101,@JoshStylez We can see you've been in touch with our team. Sorry about your experience. Let us know if you'd like additional assistance,1385
1385,0.6486,Wed Feb 01 22:43:56 +0000 2017,0.0,0.751,0.249,Join our webinar to learn strategies on how to use social media as an effective marketing tool. https://t.co/YajDDCJ6R7,1386
1386,0.0,Wed Feb 01 22:24:58 +0000 2017,0.0,1.0,0.0,@_lalaloo It appears we have an open work item for this. Would you mind sending your email via DM so we can add you to that ticket?,1387
1387,0.296,Wed Feb 01 22:02:54 +0000 2017,0.052,0.847,0.101,@_lalaloo We're sorry to hear this is happening. It looks like you're using the MINDBODY® app. Is this the iOS or Android version?,1388
1388,0.8062,Wed Feb 01 00:27:27 +0000 2017,0.0,0.727,0.273,"RT @stollmeyer: ""I wanted to do yoga so I could help others heal, just like yoga helped heal my mom.""
Inspiring story from 11-year old Taba…",1389
1389,0.8316,Tue Jan 31 16:53:24 +0000 2017,0.0,0.683,0.317,@WaveBJJ @maxehkins Thanks for the feedback. We're always striving to improve our services. We'll be glad to submit this to our team.,1390
1390,0.6696,Tue Jan 31 11:10:56 +0000 2017,0.043,0.764,0.192,@busybeauty We are sorry that you have been waiting! We would love to speak with you. Can you DM us your Phone number and Site ID?,1391
1391,0.8122,Tue Jan 31 01:29:03 +0000 2017,0.0,0.351,0.649,"@jessicaLadler You're welcome, have a great evening!",1392
1392,0.2302,Tue Jan 31 01:15:16 +0000 2017,0.094,0.73,0.176,"@jessicaLadler 2/2 If re-installing the MINDBODY® app does not resolve your issue, please respond so that we can troubleshoot further.",1393
1393,0.6249,Tue Jan 31 01:14:46 +0000 2017,0.0,0.769,0.231,@jessicaLadler 1/2 To resolve this issue we recommend deleting the MINDBODY® app from your mobile device and then re-installing.,1394
1394,0.8622,Sat Jan 28 23:33:06 +0000 2017,0.0,0.665,0.335,@AyyeFoShay We're happy to hear that you had a good support experience! We will relay your feedback to Calvin and his direct supervisor.,1395
1395,0.3182,Sat Jan 28 15:47:19 +0000 2017,0.082,0.741,0.177,@ZeniiiB Thank you for reaching out. Could you DM us with the date that you have submitted your request to cancel?,1396
1396,0.6096,Sat Jan 28 05:15:07 +0000 2017,0.0,0.81,0.19,@RealJaxJackson If you can DM us you contact information we would be more than happy to assist you.,1397
1397,0.1759,Sat Jan 28 05:14:48 +0000 2017,0.0,0.918,0.082,"@RealJaxJackson Hello! We apologize for the long response time, we are currently experiencing higher than usual call and email volumes.",1398
1398,0.0,Fri Jan 27 23:34:00 +0000 2017,0.0,1.0,0.0,Learn how to build a collaborative relationship with your accountant with these tips from @Xero and @AmyVetterCPA https://t.co/ApPDn5oonG,1399
1399,0.7959,Thu Jan 26 14:25:42 +0000 2017,0.0,0.69,0.31,@spikequeen16 Hello! We can definitely assist you through here. If you could DM us your issues we can gladly help you.,1400
1400,0.0772,Thu Jan 26 00:10:35 +0000 2017,0.0,0.885,0.115,Want to refine your email marketing? Take advice from @ConstantContact https://t.co/CnETXvgkgE,1401
1401,-0.2732,Wed Jan 25 16:41:04 +0000 2017,0.159,0.758,0.083,@EvonReyes  We are sorry for the frustration you've experienced. Please DM us your Site ID and contact info and we will take a closer look.,1402
1402,0.4404,Wed Jan 25 04:56:48 +0000 2017,0.157,0.627,0.216,"@spikequeen16 We're sorry to hear that you have had a negative experience, and we'd love to help. Is there anything that we can assist with?",1403
1403,0.3595,Wed Jan 25 00:48:22 +0000 2017,0.0,0.898,0.102,"Spaces are running out for our 60th MINDBODY University. Register today to join us at our HQ in SLO, CA, on 2/7-2/9! https://t.co/i9SHMkX9P6",1404
1404,0.836,Tue Jan 24 17:33:36 +0000 2017,0.0,0.657,0.343,@annie_cate Thanks Annie. We've identified this as a known issue. Please DM your email and we'll be glad to notify you once it's resolved.,1405
1405,0.3612,Tue Jan 24 17:21:17 +0000 2017,0.0,0.872,0.128,@annie_cate Thank you for this additional information. Are you using the Android or iOS version of the app?,1406
1406,0.6486,Tue Jan 24 17:09:01 +0000 2017,0.0,0.773,0.227,@annie_cate @OTheoryFitness Apologies regarding your experience Annie. Please elaborate on the issues and we'll be glad to look into it.,1407
1407,0.0,Tue Jan 24 16:31:46 +0000 2017,0.0,1.0,0.0,"RT @annabelanger: We opened in 2009, however July 2012 is when we started using @mindbodyonline software. I pulled up some stats from when…",1408
1408,0.636,Tue Jan 24 15:00:01 +0000 2017,0.0,0.764,0.236,@jeremythararoop Thank you for letting us know. Please reach out to us if there is anything else we can do to assist you!,1409
1409,-0.1027,Tue Jan 24 14:58:58 +0000 2017,0.122,0.732,0.146,"@jeremythararoop We understand your frustrations. Were you able to get through?If you still need a callback, please DM us your phone number.",1410
1410,0.4753,Tue Jan 24 14:53:10 +0000 2017,0.137,0.619,0.244,@jeremythararoop We're sorry that you're experiencing trouble reaching us! We would be happy to call you. Could you DM us your phone number?,1411
1411,0.5487,Tue Jan 24 06:34:01 +0000 2017,0.0,0.843,0.157,"@fit_pro_academy We aren't currently integrated with Zapier, but thank you for the suggestion! We'll forward your request to our team.",1412
1412,0.5574,Tue Jan 24 02:26:29 +0000 2017,0.0,0.827,0.173,@FlowingZen We apologize for the wait. We made this high priority and alerted our Client Care team. They'll reply back as soon as possible.,1413
1413,0.7543,Tue Jan 24 00:06:45 +0000 2017,0.074,0.628,0.299,"@KundaliniWindan Did somebody say glitch? We don't like those, and would be happy to help you troubleshoot. Can we be of assistance?",1414
1414,0.891,Mon Jan 23 14:53:24 +0000 2017,0.0,0.654,0.346,"@xtine08 Your best course of action is to contact the business directly.  If the business needs help, we would be happy to Assist",1415
1415,0.4199,Mon Jan 23 14:50:48 +0000 2017,0.0,0.892,0.108,RT @xtine08: @mindbodyonline Hi there! We are being frauded by 1 of your UK clients would like to remove my banking details from the platfo…,1416
1416,0.0,Mon Jan 23 14:50:44 +0000 2017,0.0,1.0,0.0,"@xtine08 Hello Christine, It is MINDBODY's Policy that we do not remove any information from a Clients site, Billing or otherwise.",1417
1417,0.3182,Sun Jan 22 22:36:13 +0000 2017,0.0,0.897,0.103,@dianainthedes Can you please follow us or send us a DM so that we can provide you with some more detailed information?,1418
1418,0.7351,Sun Jan 22 22:31:03 +0000 2017,0.0,0.714,0.286,@dianainthedes We would recommend re-syncing your MINDBODY app account to ensure that the app shows your information for Pole Fitness Studio,1419
1419,0.3182,Sun Jan 22 22:03:52 +0000 2017,0.0,0.892,0.108,"@dianainthedes @poleexpo We only see one location listed for Pole Expo, can you please clarify where you saw the discrepancy?",1420
1420,-0.4588,Sun Jan 22 21:18:38 +0000 2017,0.167,0.833,0.0,@dianainthedes we're sorry to hear that you have having problems with the app. Is there anything that we can assist you with?,1421
1421,0.0,Sat Jan 21 19:38:08 +0000 2017,0.0,1.0,0.0,@webtechy You can find a list of our integration partners here: https://t.co/wrzduQG78P Our API is also available for custom integrations,1422
1422,0.0516,Sat Jan 21 14:25:25 +0000 2017,0.132,0.769,0.098,@physiodetective We're sorry you are still being charged after requesting to be canceled. Could you please DM us your contact information?,1423
1423,0.659,Sat Jan 21 02:38:19 +0000 2017,0.0,0.779,0.221,@shgmclicious 2/2 We will then investigate and reply with a solution. If you could provide screenshots that would also be greatly helpful.,1424
1424,0.3182,Sat Jan 21 02:38:09 +0000 2017,0.0,0.913,0.087,"@shgmclicious 1/2 Please reply via DM with the email address you are logged in with, the name of the studio, and an example of a discrepancy",1425
1425,-0.4939,Sat Jan 21 01:13:20 +0000 2017,0.204,0.694,0.102,every•body Pilates is helping breast cancer patients by providing services as part of an international study. https://t.co/mdxnE0LpwL,1426
1426,0.3818,Sat Jan 21 00:57:09 +0000 2017,0.0,0.87,0.13,@EmmaGat Thank you. This issue has been reported to our development team. Can you DM your email address so that we can reach you when fixed?,1427
1427,0.0,Sat Jan 21 00:43:48 +0000 2017,0.0,1.0,0.0,"@EmmaGat Which app are you using, the MINDBODY® app or the MINDBODY Express® app? iOS or Android?",1428
1428,-0.5307,Sat Jan 21 00:40:34 +0000 2017,0.217,0.783,0.0,@EmmaGat We're sorry to hear you've had this trouble. Is this occurring with a mobile app or with a site?,1429
1429,0.5106,Fri Jan 20 17:48:02 +0000 2017,0.0,0.837,0.163,Purchase email marketing or a website from @SwetiServices before 1/31 &amp; get 250 free custom postcards. Learn more: https://t.co/n92TD1Xu9m,1430
1430,0.3774,Fri Jan 20 05:31:07 +0000 2017,0.0,0.886,0.114,@DeborahIvanoff we have sent you an email with some more information. Please review and respond so that we can assist further.,1431
1431,0.1027,Thu Jan 19 20:39:42 +0000 2017,0.092,0.76,0.148,@AngelaOlah We apologize for the delay in response due to the increase volume. We will have a representative follow up with you soon.,1432
1432,0.6486,Thu Jan 19 19:01:08 +0000 2017,0.0,0.71,0.29,@PaulBFit Thank you for sharing this experience. We will have our team investigate this further.,1433
1433,0.6249,Thu Jan 19 03:08:32 +0000 2017,0.0,0.823,0.177,"@patelc75  1/2 While a .ics for a business's complete schedule is not currently a feature of the MINDBODY® software, this is a great idea.",1434
1434,0.4199,Thu Jan 19 03:05:16 +0000 2017,0.0,0.896,0.104,@patelc75 2/2 We will submit this to our development team as a feature request on your behalf. Thank you for taking the time to contact us!,1435
1435,0.7003,Thu Jan 19 00:37:06 +0000 2017,0.111,0.571,0.318,"Rather than accepting a broken resolution as the way it goes, take time to ensure you’re set up for success. https://t.co/6Jca5NyPic",1436
1436,0.2732,Thu Jan 19 00:30:21 +0000 2017,0.0,0.89,0.11,@patelc75 Did you receive an email after you booked? Any calendar attachments would be included in that email.,1437
1437,0.0,Wed Jan 18 00:07:20 +0000 2017,0.0,1.0,0.0,@metropoweryoga Our apologies for the current wait times. Did you have a question we may be able to answer here or through a direct message?,1438
1438,0.1027,Tue Jan 17 23:37:15 +0000 2017,0.11,0.762,0.129,This MINDBODY Brand Ambassador lost 250 pounds with the help of the MINDBODY app. Read her story: https://t.co/0DUZCouE7d,1439
1439,0.636,Tue Jan 17 00:21:45 +0000 2017,0.0,0.741,0.259,"Congratulations to @asandaspa, @HeadlinesTheSa &amp; @SalonM2 for being named to the @salontoday 200!",1440
